,name,qid,measure,value
368,TerrierRetr(BM25),test-international-apwhbaucmip-pro02a,RR@10,0.0
369,TerrierRetr(BM25),test-international-apwhbaucmip-pro04a,R@10,1.0
370,TerrierRetr(BM25),test-international-apwhbaucmip-pro04a,R@100,1.0
371,TerrierRetr(BM25),test-international-apwhbaucmip-pro04a,RR@10,0.16666666666666666
441,TerrierRetr(BM25),test-international-ehbfe-con03a,R@10,0.0
442,TerrierRetr(BM25),test-international-ehbfe-con03a,R@100,0.0
443,TerrierRetr(BM25),test-international-ehbfe-con03a,RR@10,0.0
438,TerrierRetr(BM25),test-international-ehbfe-con04a,R@10,1.0
439,TerrierRetr(BM25),test-international-ehbfe-con04a,R@100,1.0
440,TerrierRetr(BM25),test-international-ehbfe-con04a,RR@10,0.25
474,TerrierRetr(BM25),test-international-epvhwhranet-con01a,R@10,1.0
475,TerrierRetr(BM25),test-international-epvhwhranet-con01a,R@100,1.0
476,TerrierRetr(BM25),test-international-epvhwhranet-con01a,RR@10,0.14285714285714285
468,TerrierRetr(BM25),test-international-epvhwhranet-con02a,R@10,0.0
469,TerrierRetr(BM25),test-international-epvhwhranet-con02a,R@100,1.0
470,TerrierRetr(BM25),test-international-epvhwhranet-con02a,RR@10,0.0
471,TerrierRetr(BM25),test-international-epvhwhranet-con04a,R@10,1.0
472,TerrierRetr(BM25),test-international-epvhwhranet-con04a,R@100,1.0
473,TerrierRetr(BM25),test-international-epvhwhranet-con04a,RR@10,0.25
465,TerrierRetr(BM25),test-international-epvhwhranet-pro03a,R@10,0.0
466,TerrierRetr(BM25),test-international-epvhwhranet-pro03a,R@100,1.0
467,TerrierRetr(BM25),test-international-epvhwhranet-pro03a,RR@10,0.0
429,TerrierRetr(BM25),test-international-ghbunhf-con01a,R@10,1.0
430,TerrierRetr(BM25),test-international-ghbunhf-con01a,R@100,1.0
431,TerrierRetr(BM25),test-international-ghbunhf-con01a,RR@10,0.3333333333333333
417,TerrierRetr(BM25),test-international-ghbunhf-con02a,R@10,0.0
418,TerrierRetr(BM25),test-international-ghbunhf-con02a,R@100,1.0
419,TerrierRetr(BM25),test-international-ghbunhf-con02a,RR@10,0.0
426,TerrierRetr(BM25),test-international-ghbunhf-con03a,R@10,1.0
427,TerrierRetr(BM25),test-international-ghbunhf-con03a,R@100,1.0
428,TerrierRetr(BM25),test-international-ghbunhf-con03a,RR@10,0.3333333333333333
423,TerrierRetr(BM25),test-international-ghbunhf-con04a,R@10,0.0
424,TerrierRetr(BM25),test-international-ghbunhf-con04a,R@100,1.0
425,TerrierRetr(BM25),test-international-ghbunhf-con04a,RR@10,0.0
420,TerrierRetr(BM25),test-international-ghbunhf-con05a,R@10,1.0
421,TerrierRetr(BM25),test-international-ghbunhf-con05a,R@100,1.0
422,TerrierRetr(BM25),test-international-ghbunhf-con05a,RR@10,0.5
408,TerrierRetr(BM25),test-international-ghbunhf-pro01a,R@10,1.0
409,TerrierRetr(BM25),test-international-ghbunhf-pro01a,R@100,1.0
410,TerrierRetr(BM25),test-international-ghbunhf-pro01a,RR@10,0.5
411,TerrierRetr(BM25),test-international-ghbunhf-pro03a,R@10,1.0
412,TerrierRetr(BM25),test-international-ghbunhf-pro03a,R@100,1.0
413,TerrierRetr(BM25),test-international-ghbunhf-pro03a,RR@10,0.5
414,TerrierRetr(BM25),test-international-ghbunhf-pro04a,R@10,0.0
415,TerrierRetr(BM25),test-international-ghbunhf-pro04a,R@100,1.0
416,TerrierRetr(BM25),test-international-ghbunhf-pro04a,RR@10,0.0
405,TerrierRetr(BM25),test-international-ghbunhf-pro05a,R@10,1.0
406,TerrierRetr(BM25),test-international-ghbunhf-pro05a,R@100,1.0
407,TerrierRetr(BM25),test-international-ghbunhf-pro05a,RR@10,0.1111111111111111
360,TerrierRetr(BM25),test-international-gmehwasr-con02a,R@10,0.0
361,TerrierRetr(BM25),test-international-gmehwasr-con02a,R@100,0.0
362,TerrierRetr(BM25),test-international-gmehwasr-con02a,RR@10,0.0
357,TerrierRetr(BM25),test-international-gmehwasr-pro04a,R@10,0.0
358,TerrierRetr(BM25),test-international-gmehwasr-pro04a,R@100,0.0
359,TerrierRetr(BM25),test-international-gmehwasr-pro04a,RR@10,0.0
402,TerrierRetr(BM25),test-international-gpdwhwcusa-con01a,R@10,1.0
403,TerrierRetr(BM25),test-international-gpdwhwcusa-con01a,R@100,1.0
404,TerrierRetr(BM25),test-international-gpdwhwcusa-con01a,RR@10,0.14285714285714285
399,TerrierRetr(BM25),test-international-gpdwhwcusa-con04a,R@10,1.0
400,TerrierRetr(BM25),test-international-gpdwhwcusa-con04a,R@100,1.0
401,TerrierRetr(BM25),test-international-gpdwhwcusa-con04a,RR@10,0.5
396,TerrierRetr(BM25),test-international-gpdwhwcusa-con05a,R@10,1.0
397,TerrierRetr(BM25),test-international-gpdwhwcusa-con05a,R@100,1.0
398,TerrierRetr(BM25),test-international-gpdwhwcusa-con05a,RR@10,0.125
462,TerrierRetr(BM25),test-international-iiahwagit-con01a,R@10,1.0
463,TerrierRetr(BM25),test-international-iiahwagit-con01a,R@100,1.0
464,TerrierRetr(BM25),test-international-iiahwagit-con01a,RR@10,0.125
459,TerrierRetr(BM25),test-international-iiahwagit-con02a,R@10,1.0
460,TerrierRetr(BM25),test-international-iiahwagit-con02a,R@100,1.0
461,TerrierRetr(BM25),test-international-iiahwagit-con02a,RR@10,0.2
450,TerrierRetr(BM25),test-international-iiahwagit-pro01a,R@10,1.0
451,TerrierRetr(BM25),test-international-iiahwagit-pro01a,R@100,1.0
452,TerrierRetr(BM25),test-international-iiahwagit-pro01a,RR@10,0.125
444,TerrierRetr(BM25),test-international-iiahwagit-pro02a,R@10,1.0
445,TerrierRetr(BM25),test-international-iiahwagit-pro02a,R@100,1.0
446,TerrierRetr(BM25),test-international-iiahwagit-pro02a,RR@10,0.16666666666666666
453,TerrierRetr(BM25),test-international-iiahwagit-pro03a,R@10,1.0
454,TerrierRetr(BM25),test-international-iiahwagit-pro03a,R@100,1.0
455,TerrierRetr(BM25),test-international-iiahwagit-pro03a,RR@10,0.125
456,TerrierRetr(BM25),test-international-iiahwagit-pro04a,R@10,0.0
457,TerrierRetr(BM25),test-international-iiahwagit-pro04a,R@100,1.0
458,TerrierRetr(BM25),test-international-iiahwagit-pro04a,RR@10,0.0
447,TerrierRetr(BM25),test-international-iiahwagit-pro05a,R@10,0.0
448,TerrierRetr(BM25),test-international-iiahwagit-pro05a,R@100,1.0
449,TerrierRetr(BM25),test-international-iiahwagit-pro05a,RR@10,0.0
387,TerrierRetr(BM25),test-international-iighbopcc-con01a,R@10,0.0
388,TerrierRetr(BM25),test-international-iighbopcc-con01a,R@100,1.0
389,TerrierRetr(BM25),test-international-iighbopcc-con01a,RR@10,0.0
384,TerrierRetr(BM25),test-international-iighbopcc-con02a,R@10,0.0
385,TerrierRetr(BM25),test-international-iighbopcc-con02a,R@100,0.0
386,TerrierRetr(BM25),test-international-iighbopcc-con02a,RR@10,0.0
378,TerrierRetr(BM25),test-international-iighbopcc-pro01a,R@10,1.0
379,TerrierRetr(BM25),test-international-iighbopcc-pro01a,R@100,1.0
380,TerrierRetr(BM25),test-international-iighbopcc-pro01a,RR@10,0.25
381,TerrierRetr(BM25),test-international-iighbopcc-pro03a,R@10,1.0
382,TerrierRetr(BM25),test-international-iighbopcc-pro03a,R@100,1.0
383,TerrierRetr(BM25),test-international-iighbopcc-pro03a,RR@10,0.3333333333333333
354,TerrierRetr(BM25),test-international-miasimyhw-con02a,R@10,0.0
355,TerrierRetr(BM25),test-international-miasimyhw-con02a,R@100,1.0
356,TerrierRetr(BM25),test-international-miasimyhw-con02a,RR@10,0.0
351,TerrierRetr(BM25),test-international-miasimyhw-pro03a,R@10,1.0
352,TerrierRetr(BM25),test-international-miasimyhw-pro03a,R@100,1.0
353,TerrierRetr(BM25),test-international-miasimyhw-pro03a,RR@10,0.5
492,TerrierRetr(BM25),test-international-siacphbnt-con03a,R@10,0.0
493,TerrierRetr(BM25),test-international-siacphbnt-con03a,R@100,1.0
494,TerrierRetr(BM25),test-international-siacphbnt-con03a,RR@10,0.0
489,TerrierRetr(BM25),test-international-siacphbnt-con04a,R@10,1.0
490,TerrierRetr(BM25),test-international-siacphbnt-con04a,R@100,1.0
491,TerrierRetr(BM25),test-international-siacphbnt-con04a,RR@10,0.3333333333333333
486,TerrierRetr(BM25),test-international-siacphbnt-pro03a,R@10,1.0
487,TerrierRetr(BM25),test-international-siacphbnt-pro03a,R@100,1.0
488,TerrierRetr(BM25),test-international-siacphbnt-pro03a,RR@10,0.3333333333333333
207,TerrierRetr(BM25),test-sport-aastshsrqsar-con01a,R@10,1.0
208,TerrierRetr(BM25),test-sport-aastshsrqsar-con01a,R@100,1.0
209,TerrierRetr(BM25),test-sport-aastshsrqsar-con01a,RR@10,0.14285714285714285
198,TerrierRetr(BM25),test-sport-aastshsrqsar-con02a,R@10,1.0
199,TerrierRetr(BM25),test-sport-aastshsrqsar-con02a,R@100,1.0
200,TerrierRetr(BM25),test-sport-aastshsrqsar-con02a,RR@10,0.1111111111111111
204,TerrierRetr(BM25),test-sport-aastshsrqsar-con03a,R@10,0.0
205,TerrierRetr(BM25),test-sport-aastshsrqsar-con03a,R@100,1.0
206,TerrierRetr(BM25),test-sport-aastshsrqsar-con03a,RR@10,0.0
201,TerrierRetr(BM25),test-sport-aastshsrqsar-con04a,R@10,0.0
202,TerrierRetr(BM25),test-sport-aastshsrqsar-con04a,R@100,1.0
203,TerrierRetr(BM25),test-sport-aastshsrqsar-con04a,RR@10,0.0
192,TerrierRetr(BM25),test-sport-aastshsrqsar-pro01a,R@10,1.0
193,TerrierRetr(BM25),test-sport-aastshsrqsar-pro01a,R@100,1.0
194,TerrierRetr(BM25),test-sport-aastshsrqsar-pro01a,RR@10,0.2
189,TerrierRetr(BM25),test-sport-aastshsrqsar-pro02a,R@10,0.0
190,TerrierRetr(BM25),test-sport-aastshsrqsar-pro02a,R@100,1.0
191,TerrierRetr(BM25),test-sport-aastshsrqsar-pro02a,RR@10,0.0
195,TerrierRetr(BM25),test-sport-aastshsrqsar-pro03a,R@10,1.0
196,TerrierRetr(BM25),test-sport-aastshsrqsar-pro03a,R@100,1.0
197,TerrierRetr(BM25),test-sport-aastshsrqsar-pro03a,RR@10,0.5
216,TerrierRetr(BM25),test-sport-tshbmlbscac-con02a,R@10,1.0
217,TerrierRetr(BM25),test-sport-tshbmlbscac-con02a,R@100,1.0
218,TerrierRetr(BM25),test-sport-tshbmlbscac-con02a,RR@10,0.5
219,TerrierRetr(BM25),test-sport-tshbmlbscac-con03a,R@10,1.0
220,TerrierRetr(BM25),test-sport-tshbmlbscac-con03a,R@100,1.0
221,TerrierRetr(BM25),test-sport-tshbmlbscac-con03a,RR@10,0.1111111111111111
210,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro01a,R@10,1.0
211,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro01a,R@100,1.0
212,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro01a,RR@10,0.5
213,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro04a,R@10,1.0
214,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro04a,R@100,1.0
215,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro04a,RR@10,0.125
