,name,qid,measure,value
397,TerrierRetr(BM25),test-international-amehbuaisji-con01a,R@100,1.0
398,TerrierRetr(BM25),test-international-amehbuaisji-con01a,RR@10,0.0
393,TerrierRetr(BM25),test-international-amehbuaisji-con03a,R@10,0.0
394,TerrierRetr(BM25),test-international-amehbuaisji-con03a,R@100,0.0
395,TerrierRetr(BM25),test-international-amehbuaisji-con03a,RR@10,0.0
390,TerrierRetr(BM25),test-international-amehbuaisji-con04a,R@10,1.0
391,TerrierRetr(BM25),test-international-amehbuaisji-con04a,R@100,1.0
392,TerrierRetr(BM25),test-international-amehbuaisji-con04a,RR@10,0.5
387,TerrierRetr(BM25),test-international-amehbuaisji-pro01a,R@10,0.0
388,TerrierRetr(BM25),test-international-amehbuaisji-pro01a,R@100,0.0
389,TerrierRetr(BM25),test-international-amehbuaisji-pro01a,RR@10,0.0
432,TerrierRetr(BM25),test-international-appghblsba-pro02a,R@10,1.0
433,TerrierRetr(BM25),test-international-appghblsba-pro02a,R@100,1.0
434,TerrierRetr(BM25),test-international-appghblsba-pro02a,RR@10,0.5
435,TerrierRetr(BM25),test-international-appghblsba-pro04a,R@10,0.0
436,TerrierRetr(BM25),test-international-appghblsba-pro04a,R@100,1.0
437,TerrierRetr(BM25),test-international-appghblsba-pro04a,RR@10,0.0
372,TerrierRetr(BM25),test-international-apwhbaucmip-con03a,R@10,0.0
373,TerrierRetr(BM25),test-international-apwhbaucmip-con03a,R@100,0.0
374,TerrierRetr(BM25),test-international-apwhbaucmip-con03a,RR@10,0.0
369,TerrierRetr(BM25),test-international-apwhbaucmip-con04a,R@10,1.0
370,TerrierRetr(BM25),test-international-apwhbaucmip-con04a,R@100,1.0
371,TerrierRetr(BM25),test-international-apwhbaucmip-con04a,RR@10,0.5
363,TerrierRetr(BM25),test-international-apwhbaucmip-pro01a,R@10,1.0
364,TerrierRetr(BM25),test-international-apwhbaucmip-pro01a,R@100,1.0
365,TerrierRetr(BM25),test-international-apwhbaucmip-pro01a,RR@10,0.125
366,TerrierRetr(BM25),test-international-apwhbaucmip-pro03a,R@10,1.0
367,TerrierRetr(BM25),test-international-apwhbaucmip-pro03a,R@100,1.0
368,TerrierRetr(BM25),test-international-apwhbaucmip-pro03a,RR@10,0.14285714285714285
384,TerrierRetr(BM25),test-international-bldimehbn-con03a,R@10,1.0
385,TerrierRetr(BM25),test-international-bldimehbn-con03a,R@100,1.0
386,TerrierRetr(BM25),test-international-bldimehbn-con03a,RR@10,0.5
381,TerrierRetr(BM25),test-international-bldimehbn-pro02a,R@10,1.0
382,TerrierRetr(BM25),test-international-bldimehbn-pro02a,R@100,1.0
383,TerrierRetr(BM25),test-international-bldimehbn-pro02a,RR@10,0.5
429,TerrierRetr(BM25),test-international-bmaggiahbl-con01a,R@10,1.0
430,TerrierRetr(BM25),test-international-bmaggiahbl-con01a,R@100,1.0
431,TerrierRetr(BM25),test-international-bmaggiahbl-con01a,RR@10,0.5
426,TerrierRetr(BM25),test-international-bmaggiahbl-con02a,R@10,1.0
427,TerrierRetr(BM25),test-international-bmaggiahbl-con02a,R@100,1.0
428,TerrierRetr(BM25),test-international-bmaggiahbl-con02a,RR@10,0.25
423,TerrierRetr(BM25),test-international-bmaggiahbl-pro03a,R@10,0.0
424,TerrierRetr(BM25),test-international-bmaggiahbl-pro03a,R@100,1.0
425,TerrierRetr(BM25),test-international-bmaggiahbl-pro03a,RR@10,0.0
450,TerrierRetr(BM25),test-international-ehbfe-con01a,R@10,0.0
451,TerrierRetr(BM25),test-international-ehbfe-con01a,R@100,1.0
452,TerrierRetr(BM25),test-international-ehbfe-con01a,RR@10,0.0
441,TerrierRetr(BM25),test-international-ehbfe-pro01a,R@10,0.0
442,TerrierRetr(BM25),test-international-ehbfe-pro01a,R@100,0.0
443,TerrierRetr(BM25),test-international-ehbfe-pro01a,RR@10,0.0
444,TerrierRetr(BM25),test-international-ehbfe-pro03a,R@10,1.0
445,TerrierRetr(BM25),test-international-ehbfe-pro03a,R@100,1.0
446,TerrierRetr(BM25),test-international-ehbfe-pro03a,RR@10,0.1
447,TerrierRetr(BM25),test-international-ehbfe-pro04a,R@10,1.0
448,TerrierRetr(BM25),test-international-ehbfe-pro04a,R@100,1.0
449,TerrierRetr(BM25),test-international-ehbfe-pro04a,RR@10,0.3333333333333333
438,TerrierRetr(BM25),test-international-ehbfe-pro05a,R@10,1.0
439,TerrierRetr(BM25),test-international-ehbfe-pro05a,R@100,1.0
440,TerrierRetr(BM25),test-international-ehbfe-pro05a,RR@10,0.5
462,TerrierRetr(BM25),test-international-epvhwhranet-pro01a,R@10,1.0
463,TerrierRetr(BM25),test-international-epvhwhranet-pro01a,R@100,1.0
464,TerrierRetr(BM25),test-international-epvhwhranet-pro01a,RR@10,0.3333333333333333
459,TerrierRetr(BM25),test-international-epvhwhranet-pro02a,R@10,0.0
460,TerrierRetr(BM25),test-international-epvhwhranet-pro02a,R@100,1.0
461,TerrierRetr(BM25),test-international-epvhwhranet-pro02a,RR@10,0.0
405,TerrierRetr(BM25),test-international-ghbunhf-pro02a,R@10,1.0
406,TerrierRetr(BM25),test-international-ghbunhf-pro02a,R@100,1.0
407,TerrierRetr(BM25),test-international-ghbunhf-pro02a,RR@10,0.3333333333333333
351,TerrierRetr(BM25),test-international-gmehwasr-con01a,R@10,0.0
352,TerrierRetr(BM25),test-international-gmehwasr-con01a,R@100,0.0
353,TerrierRetr(BM25),test-international-gmehwasr-con01a,RR@10,0.0
348,TerrierRetr(BM25),test-international-gmehwasr-con04a,R@10,0.0
349,TerrierRetr(BM25),test-international-gmehwasr-con04a,R@100,0.0
350,TerrierRetr(BM25),test-international-gmehwasr-con04a,RR@10,0.0
345,TerrierRetr(BM25),test-international-gmehwasr-con05a,R@10,0.0
346,TerrierRetr(BM25),test-international-gmehwasr-con05a,R@100,0.0
347,TerrierRetr(BM25),test-international-gmehwasr-con05a,RR@10,0.0
339,TerrierRetr(BM25),test-international-gmehwasr-pro01a,R@10,0.0
340,TerrierRetr(BM25),test-international-gmehwasr-pro01a,R@100,0.0
341,TerrierRetr(BM25),test-international-gmehwasr-pro01a,RR@10,0.0
336,TerrierRetr(BM25),test-international-gmehwasr-pro02a,R@10,0.0
337,TerrierRetr(BM25),test-international-gmehwasr-pro02a,R@100,0.0
338,TerrierRetr(BM25),test-international-gmehwasr-pro02a,RR@10,0.0
342,TerrierRetr(BM25),test-international-gmehwasr-pro03a,R@10,1.0
343,TerrierRetr(BM25),test-international-gmehwasr-pro03a,R@100,1.0
344,TerrierRetr(BM25),test-international-gmehwasr-pro03a,RR@10,0.5
402,TerrierRetr(BM25),test-international-gpdwhwcusa-con03a,R@10,1.0
403,TerrierRetr(BM25),test-international-gpdwhwcusa-con03a,R@100,1.0
404,TerrierRetr(BM25),test-international-gpdwhwcusa-con03a,RR@10,0.2
399,TerrierRetr(BM25),test-international-gpdwhwcusa-pro01a,R@10,1.0
400,TerrierRetr(BM25),test-international-gpdwhwcusa-pro01a,R@100,1.0
401,TerrierRetr(BM25),test-international-gpdwhwcusa-pro01a,RR@10,0.14285714285714285
456,TerrierRetr(BM25),test-international-iiahwagit-con03a,R@10,1.0
457,TerrierRetr(BM25),test-international-iiahwagit-con03a,R@100,1.0
458,TerrierRetr(BM25),test-international-iiahwagit-con03a,RR@10,0.2
453,TerrierRetr(BM25),test-international-iiahwagit-con04a,R@10,1.0
454,TerrierRetr(BM25),test-international-iiahwagit-con04a,R@100,1.0
455,TerrierRetr(BM25),test-international-iiahwagit-con04a,RR@10,0.16666666666666666
378,TerrierRetr(BM25),test-international-iighbopcc-con03a,R@10,0.0
379,TerrierRetr(BM25),test-international-iighbopcc-con03a,R@100,0.0
380,TerrierRetr(BM25),test-international-iighbopcc-con03a,RR@10,0.0
375,TerrierRetr(BM25),test-international-iighbopcc-pro02a,R@10,1.0
376,TerrierRetr(BM25),test-international-iighbopcc-pro02a,R@100,1.0
377,TerrierRetr(BM25),test-international-iighbopcc-pro02a,RR@10,0.1111111111111111
333,TerrierRetr(BM25),test-international-miasimyhw-con03a,R@10,0.0
334,TerrierRetr(BM25),test-international-miasimyhw-con03a,R@100,0.0
335,TerrierRetr(BM25),test-international-miasimyhw-con03a,RR@10,0.0
330,TerrierRetr(BM25),test-international-miasimyhw-pro05a,R@10,0.0
331,TerrierRetr(BM25),test-international-miasimyhw-pro05a,R@100,1.0
332,TerrierRetr(BM25),test-international-miasimyhw-pro05a,RR@10,0.0
483,TerrierRetr(BM25),test-international-siacphbnt-con01a,R@10,1.0
484,TerrierRetr(BM25),test-international-siacphbnt-con01a,R@100,1.0
485,TerrierRetr(BM25),test-international-siacphbnt-con01a,RR@10,0.16666666666666666
480,TerrierRetr(BM25),test-international-siacphbnt-con02a,R@10,1.0
481,TerrierRetr(BM25),test-international-siacphbnt-con02a,R@100,1.0
482,TerrierRetr(BM25),test-international-siacphbnt-con02a,RR@10,0.5
477,TerrierRetr(BM25),test-international-siacphbnt-pro04a,R@10,1.0
478,TerrierRetr(BM25),test-international-siacphbnt-pro04a,R@100,1.0
479,TerrierRetr(BM25),test-international-siacphbnt-pro04a,RR@10,0.14285714285714285
108,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con01a,R@10,0.0
109,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con01a,R@100,0.0
110,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con01a,RR@10,0.0
105,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con04a,R@10,1.0
106,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con04a,R@100,1.0
107,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con04a,RR@10,0.25
102,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con05a,R@10,1.0
103,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con05a,R@100,1.0
104,TerrierRetr(BM25),test-sport-otshwbe2uuyt-con05a,RR@10,0.5
99,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro03a,R@10,0.0
100,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro03a,R@100,1.0
101,TerrierRetr(BM25),test-sport-otshwbe2uuyt-pro03a,RR@10,0.0
129,TerrierRetr(BM25),test-sport-tshbmlbscac-con04a,R@10,1.0
130,TerrierRetr(BM25),test-sport-tshbmlbscac-con04a,R@100,1.0
131,TerrierRetr(BM25),test-sport-tshbmlbscac-con04a,RR@10,0.5
123,TerrierRetr(BM25),test-sport-tshbmlbscac-pro01a,R@10,1.0
124,TerrierRetr(BM25),test-sport-tshbmlbscac-pro01a,R@100,1.0
125,TerrierRetr(BM25),test-sport-tshbmlbscac-pro01a,RR@10,0.5
126,TerrierRetr(BM25),test-sport-tshbmlbscac-pro03a,R@10,1.0
127,TerrierRetr(BM25),test-sport-tshbmlbscac-pro03a,R@100,1.0
128,TerrierRetr(BM25),test-sport-tshbmlbscac-pro03a,RR@10,0.3333333333333333
120,TerrierRetr(BM25),test-sport-ybfgsohbhog-con01a,R@10,0.0
121,TerrierRetr(BM25),test-sport-ybfgsohbhog-con01a,R@100,1.0
122,TerrierRetr(BM25),test-sport-ybfgsohbhog-con01a,RR@10,0.0
114,TerrierRetr(BM25),test-sport-ybfgsohbhog-con02a,R@10,1.0
115,TerrierRetr(BM25),test-sport-ybfgsohbhog-con02a,R@100,1.0
116,TerrierRetr(BM25),test-sport-ybfgsohbhog-con02a,RR@10,0.5
117,TerrierRetr(BM25),test-sport-ybfgsohbhog-con03a,R@10,0.0
118,TerrierRetr(BM25),test-sport-ybfgsohbhog-con03a,R@100,1.0
119,TerrierRetr(BM25),test-sport-ybfgsohbhog-con03a,RR@10,0.0
111,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro03a,R@10,0.0
112,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro03a,R@100,1.0
113,TerrierRetr(BM25),test-sport-ybfgsohbhog-pro03a,RR@10,0.0
